Project URL,Project Code,Title,Project General Description,Project Appraisal Report Link,Commitment in U.A,Country,Starting Date,Status,Source of Financing,Sector,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-CD-AB0-006,P-CD-AB0-006,Democratic Republic of Congo - Youth Entrepreneurship in Agriculture and Agri-Business Project,"The Aquaculture Enterprise Development Project is aimed at stimulating a viable aquaculture sub-sector in Zambia in order to promote economic diversification, food security and sustainable employment generation, all of which are central priorities of the Government of Zambia. It will nurture a domestic aquaculture subsector which serves as viable and inclusive business opportunity, through enhanced production and productivity to improve the livelihoods of men and women beneficiaries, along the aquaculture value chain. The project, which will be executed in the identified Aquaculture High Potential Zones across the country, these being Siavonga, Chipepo, Bangwelu, Kasempa, Rufunsa and Mungwi.",https://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/Zambia_-AR-_Aquaculture_Enterprise_Development.pdf,40000000,"Congo, the Democratic Republic of the",42713,Implementation,African Development Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-SD-AAZ-006,P-SD-AAZ-006,Sudan - ENABLE Youth Program,"The Food Crisis Response Support Program (FCRBSP) is a contribution by the Bank to the Emergency Response Plan adopted by the Government of Malawi to address the food shortage problem, as highlighted in the conclusions of the report of the Malawi Vulnerability Assessment Committee. The purpose of the operation is to support the Government of Malawi by helping to reduce the estimated food deficit to 970 000 tonnes, through direct purchases of maize to replenish the strategic grain reserve (CSR) for direct distribution to vulnerable households. This will involve the direct purchase of corn to replenish the Strategic Grain Reserve (GSC) and urgently distribute it to target beneficiaries. The Bank's contribution will be dedicated to direct maize purchases in local and international markets. AfDB Group support will enable the government to purchase about 36,100 tonnes of maize (assuming a price in Lilongwe of US $ 450 per tonne).",https://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/Malawi__Approved_Food_crisis_response_budget_support_program.pdf,20950000,Sudan,42702,Implementation,African Development Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-CI-AA0-023,P-CI-AA0-023,Côte d’Ivoire - Value Chains Development Project in Indénié-Djuablin Region (PDC-ID),"The Value Chains Development Project in Indénié-Djuablin Region (PDC-ID) was designed because of, not only the high level of poverty, but also the need to consolidate the gains of the current Agricultural Infrastructure Support Project in Indénié-Djuablin Region (PAIA-ID) activities in order to enhance the sustainability of the project’s impact and trigger a new impetus driven by the private sector and geared towards agribusiness. Therefore, the intervention is urgently needed to help create an enabling framework for the development of an agropole in the Eastern Region. The project will also provide institutional support for actors of value chains and establish frameworks for exchange and cooperation between all actors of a value chain. Its total cost is estimated at UA 4.8 million. The project’s main deliverables are as follows: Support for the production of high-quality seeds, drilling of 30 market gardening wells and installation of irrigation equipment for an area of 50 ha, procurement of 100 tricycles, 20 lorries and 10 tractors, building of 32 km of farm-to-market roads, procurement of 60 farm produce processing units, 4 cold storage units, support to secure land tenure rights over produce-processing sites, training/formation of youth and women’s groups, installation of 7 modern honey-extraction units, establishment of platforms for the rice, banana, maize and vegetable sub-sectors, assistance in the preparation of microprojects, and establishment of a fund for the development of the various sub-sectors. It will have two components: (i) value chain development; and (ii) project management.",https://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/Cote_d_Ivoire_3_-Approved_Value_Chains_Dev._Project_in_Indenie_Djuablin__PDC-ID_.pdf,4000000,Côte d'Ivoire,42664,Implementation,Nigerian Trust Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-CV-AAF-009,P-CV-AAF-009,Cabo Verde - Technical Support for the Preparation of a National Blue Economy Investment Plan and a Blue Economy Promotion Programme,"The project is a technical assistance operation will enable the Bank to support the Government of Cabo Verde in implementing the Blue Growth Charter adopted in 2015 in the country in order to make the sectors concerned by marine and continental ecosystems more vibrant, more visible and more efficient. This assistance will, in particular, help to prepare a framework for operationalizing the National Strategy for Transition to Blue Economy through an inter-sector approach jointly adopted by the Government and the private sector. This process will involve providing support for: (i) the preparation of a National Blue Economy Investment Plan (PNIEB) involving publicprivate partnerships (PPPs); (ii) the development of a Blue Economy Promotion Programme that will be submitted to technical and financial partners (TFPs); (iii) capacity building (public and private) to meet the necessary conditions for the smooth implementation of the Investment Plan and the Priority Programme; and (iv) the promotion of institutional synergies at various levels and support of institutional reform and improvement drives.",,1000000,Cape Verde,42660,Completion,Middle Income Countries Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-MW-AAZ-004,P-MW-AAZ-004,Malawi - Agricultural Infrastructure and Youth in Agribusiness Project,"The Malawi Agricultural Infrastructure and Youth in Agribusiness Project (AIYAP) is designed as a stand-alone investment project whose main objective is to support the development of irrigation infrastructure (civil works) in order to facilitate the development of high value food-crop production, agricultural value chains along with agribusiness skills for youths and capacity building activities. It involves deploying agricultural infrastructure to support and facilitate efforts to address the dual problem of food insecurity and the high rate of youth unemployment in Malawi. The proposed interventions will implement two large-scale irrigation schemes in Linga (Nkhata-Bay) and Dwambazi respectively, covering a total area of 1 945 hectares targeting 10,000 beneficiaries with special emphasis on youths (approximately 50% of the beneficiaries). The project is to use irrigation infrastructure as an enabler to scale up production of maize, rice, sugar and horticultural products, as well as value chains in project areas in particular, and Malawi in general.",https://www.afdb.org/fileadmin/uploads/afdb/Documents/Boards-Documents/Malawi-Agricultural_Infrastructure_and_Youth_APRV.pdf,16000000,Malawi,42641,Implementation,African Development Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-CD-AA0-009,P-CD-AA0-009,"Democratic Republic of Congo - Feasibility Study for the Development of Ngandajika, Kaniama Kasese and Mweka Agro-Industrial Parks","This feasibility study for the development of agro-industrial parks falls within the framework of implementation of the recommendations of the high-level conference organized by the African Development Bank in Dakar on agricultural transformation in Africa. It also aligns with Democratic Republic of Congo (DRC)’s priorities of transforming agriculture from a subsistence sector into a real driving force for the development of the entire Congolese economy. This study will conduct technical, financial, environmental and social feasibility studies, as well as prepare the business model for the establishment of three new agro-industrial parks in the country’s centre region. It total cost is estimated at UA 1 524 582 (USD 2 149 661), net of taxes and customs duties. The study will, for each of the parks, comprise two components, especially: (i) diagnosis phase and pre-feasibility studies that will lead to the preparation of a development master plan, including a strategic environmental and social assessment (SESA) for each agro-industrial park; (ii) detailed technical, economic and financial study phase, including environmental and social impact assessments of core infrastructure and the development of a research programme.",https://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/DRC-Approved_Feasibility_Study_for_the_Development_of_Ngandajika_Kaniama....pdf,1524582,"Congo, the Democratic Republic of the",42634,Completion,African Development Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-MG-AA0-040,P-MG-AA0-040,ETUDE DE FAISABILITÉ DU PROGRAMME DE TRANSFORMATION DE L#AGRICULTURE MALGACHE,"The present project focuses on carrying out the feasibility study of the Malagasy Agriculture Transformation Program, which is an initiative to support value-added sectors and job creation in Madagascar. The study should lead to the identification of a program including the preparation of at least one priority project capable of supporting and supporting the desired changes in the agricultural sector. More specifically, this study should make it possible to determine the feasibility of proposals for concrete actions to operationalize the Agriculture, Livestock and Fisheries Sector Plan (PSAEP), as well as the accompanying National Investment Plan. It includes the following components: (i) analysis of national supply circuits for agricultural inputs and materials; (ii) the feasibility study of innovative mechanisms for financing the agricultural sector; (iii) the diagnostic study of the potential of agricultural and agro-industrial growth poles in Madagascar and the study of value chains; (iv) the study on improving the governance of the agricultural sector; (v) organization of a forum of technical and financial partners; (vi) the formulation of the program; (vii) Audit of the accounts of the PPF.",,1000000,Madagascar,42632,Completion,Transition Support Facility,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-Z1-AAD-005,P-Z1-AAD-005,Multinational - Agroforestry Technical Assistance Facility (ATAF),"The Agroforestry Technical Assistance Facility (ATAF) aims is to promote the development of sustainable agriculture based on agroforestry by relying on small farmers, through a Public-Private Partnership with agroforestry companies. The support includes promoting and introducing new agro-forestry techniques, development of new value chains, strengthening capabilities of producer organizations and enhancing market access. The programme includes four components. The first is Development of Agro-forestry Models - This component aims to improve agricultural practices of agro-forestry and their integration in the crop and local production systems, improve and diversify the income of farmers as well as transmit sustainable practices to local populations in rural areas. The second component focuses on Market Assessment and development of value chains - The aim of this component is to develop new value chains and activities, strengthen capabilities of producer organizations and integrate peripheral producers, and improve their connections to local and regional policies. The third is Agro-forestry Model Promotion and Replication - The objective of this component is to widely disseminate the results of the TA to public and private funders interested in developing ecologically intensive models of agriculture (integrating agroforestry). The fourth component is Management and external evaluation - This component is related to project management and external evaluation.","https://www.afdb.org/sites/all/libraries/pdf.js/web/viewer.html?file=https://www.afdb.org/sites/default/files/documents/projects-and-operations/multinational_-_moringa_agro-forestry_technical_assistance_facility_ataf_-_technical_assistance_request.pdf#page=1&zoom=auto,-13,848",510849.57,Multinational,42612,Implementation,Fund for African Private Sector Assistance,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-NE-A00-007,P-NE-A00-007,"Niger - Aide humanitaire d’urgence aux déplacés de guerre de la région de Diffa
(Version française uniquement)","This emergency aid operation follows the humanitarian disaster in the Diffa region caused by acts of violence perpetrated by Boko Haram between May 19 and June 16, 2016. More than 40,000 people have fled conflict-affected areas (about 60% of the displaced are children according to humanitarian organizations). This project aims to improve sanitary conditions, access to drinking water and sanitation services to the affected and/or displaced populations following Boko Haram's recent attacks. The proposed intervention, as part of this support, involves three components, namely: (i) a component related to multifaceted sanitary assistance to the populations, which will consist mainly in providing health care access; (ii) a water and sanitation component providing children and women, particularly vulnerable, with access to drinking water and sanitation services, and (iii) a coordination component for  emergency aid management. The implementation of this emergency operation is planned for a period not exceeding six months.",,743864.97,Niger,42601,Completion,Special Relief Funds,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-GN-AA0-018,P-GN-AA0-018,PPF APPUI TRANSFORMATION AGRICULTURE GUINÉENE - VOLET ENTREPRENARIAT AGRICOLE JEUNES (PATAG-EAJ),"This project consists of an assistance that is designed to support the Government of the Republic of Guinea in the preparation of the project to support the transformation of the Guinean agriculture, within the entrepreneurship incentive program for young people (PATAG-EAJ). The project provides assistance in the elaboration of the transformation program of the Guinean agriculture, and in the process of formulating a pilot operation for the employment of young people in the agricultural sector. The support program for transformation of the Guinean Agriculture (PATAG) will fit within the National Plan of Agricultural Investment and Food Security 's strategic policies (PNIASA) currently being reviewed, but will develop, in a particular way, the specific actions to make an effective contribution to the transformation of agriculture in involving the private sector. The pilot operation for the employment of young people in the agricultural sector aims to promote the integration of young people in the agricultural sector in a broad sense (18-40 years-old). This operation has been designed to promote the modernization and transformation of the sector, through the different chains of values, by promoting employment among young people, and by limiting rural exodus.",,990000,Guinea,42585,Completion,African Development Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-TN-A00-008,P-TN-A00-008,ETUDE-GESTION DES RISQUES ET MISE EN PLACE D'UN SYSTÈME D'ASSURANCE ET DE MICRO ASSURANCE AGRICOLE,"The study of risk management and the establishment of an agricultural insurance and microinsurance system in Tunisia is a project led by the Ministry of Agriculture, which benefits from the support of the African Development Bank. The project consists of a single component, namely the acquisition of the services of a consulting firm to carry out the study. The selected firm will initially carry out a detailed diagnosis of the risks related to the agricultural sector for the main production sectors (climate risks, plant and animal disease risks, commercial risks, etc.), analyze the importance of these risks and evaluate the effectiveness of the instruments put in place to deal with these risks. Finally, it will make a comparative analysis between practices in Tunisia and those developed in other countries in the field of agricultural risk management. In a second step, the consultant will propose insurance options according to a participative and partnership approach according to the risks to be insured and the beneficiaries of the insurance services.",,325000,Tunisia,42584,Implementation,Middle Income Countries Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-LS-A00-001,P-LS-A00-001,Lesotho - Emergency Humanitarian Relief Assistance to the Victims of Food Crisis,"The proposed Emergency Relief Assistance Operation is a US$ 1 million grant from the Bank’s Special Relief Fund (SRF) in response to the appeal of the Government of the Kingdom of Lesotho. The Kingdom of Lesotho is facing increased and severe food insecurity due to the drought caused by the El Nino phenomenon. The contribution will be used to procure cereals (maize) pulses, and oil and will cover the associated costs related to the delivery of food supply, including transportation from point of purchase to Lesotho and onward transportation for distribution to beneficiaries, storage, handling, monitoring and distribution. It will also cover the management cost of the executing agency.",https://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/LESOTHO_-_Emergency_Humanitarian_Relief_Assistance_for_the_victims_of_food_crisis_-__APPROVED_-Final.pdf,743864.97,Lesotho,42566,Completion,Special Relief Funds,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-Z1-AAZ-038,P-Z1-AAZ-038,Multinational -  Export Trading Group,"This project is related to a corporate loan granted to Export Trading Group (ETG) to finance part of the company's five-year investment program in Africa. ETG is one of the largest and fastest growing integrated agricultural management and processing supply chain in Sub-Saharan Africa. The Group operates in more than 22 countries and has a large storage infrastructure (more than 300 warehouses) specifically designed for basic products. The total cost of its investment program for Africa is estimated at USD 142 million. This five-year program will be funded by the Bank, commercial banks and operating cash flow. The project is structured as follows: (i) Fertilizer projects in Kenya and Zambia; (ii) Processing plants (rice, cashew nuts, maize, sesame seeds, cotton, and biscuits) in Kenya, Tanzania, Zambia, Mozambique, Togo, Ethiopia, Benin, Zimbabwe, Nigeria and Uganda; (iii) Multi-commodity warehouses in Burkina Faso, Malawi, Zambia, Zimbabwe, Niger, Benin, Nigeria and Ethiopia; and (iv) Silos in Zimbabwe.",https://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/PSN_Export_Trading_Group_En_2016.pdf,75989574.23,Multinational,42564,Implementation,African Development Bank,Agriculture and Rural Development,Non Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-GH-AA0-036,P-GH-AA0-036,Ghana - Form Ghana Reforestation Project,"The Form Ghana Reforestation Project aims at the restoration of degraded forest reserves by establishing a large scale sustainable commercial forest plantation (11 ,700 ha) composed of (10% indigenous tree species and 90% teak) in collaboration with the Government of Ghana (GoG) through the Forestry Commission of Ghana (FC). About 14,000 ha of degraded forest land has been acquired in Akumadan and Berekum, North of Kumasi, through a 50-year renewable land lease accompanied by tripartite commercial Benefit Sharing Agreements (BSA) between GoG, local communities and the project. The project will initially focus on production of billets, poles and high quality round logs for local and export markets. This project is an innovative opportunity to catalyze private sector involvement in climate change mitigation and green growth efforts by supporting a scalable concept in a region with high potential for demonstration and replication. It is being implemented by Form Ghana Ltd (Project Company) in close collaboration with the Government of Ghana through the Forestry Commission. It is the first FSC certified Plantation Company in Ghana and West Africa, and it is already producing Carbon Credits as per VCS standards.",https://www.afdb.org/sites/default/files/2019/09/04/1-irm_spot_check_advisory_review_ghana_reforestation_project_eng.pdf,10468228.93,Ghana,42564,Completion,African Development Bank,Agriculture and Rural Development,Non Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-BF-AAG-001,P-BF-AAG-001,Burkina Faso - Support to the shea butter value chain,"The Project to Support the Integrated Development of the Shea Sector in Burkina Faso (PADIFK) was designed to promote the implementation of Burkina Faso's strategy for the sustainable development of the shea sector. It aims to organize, structure into umbrella organizations and support the development of approximately 100 organizations along the shea value chain. The cost of financing the National Strategy for the Sustainable Development of the Shea Sector amounts to CFAF 8.94 billion. Indeed, the shea butter sector plays an important role in the country's economy. It generated more than CFAF 30 billion in export revenue in 2014. Burkina's shea kernel production potential is 850,000 tonnes per year. The shea sector is the 4th export product after gold, cotton and the livestock/meat sector. The project includes the following components: strengthening the skills and organisation of actors according to the links in the value chain and networking of these actors; improving the access of actors to credit for the collection and processing of shea kernels; improving product quality in the value chain and market access.",,697293.24,Burkina Faso,42563,Completion,Fund for African Private Sector Assistance,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-CI-AA0-027,P-CI-AA0-027,Côte d'Ivoire - Project Preparation Facility (PPF) for the Agribusiness Youth Employment Project (Enable Youth-Côte d’Ivoire),"The present project preparation mechanism has been initiated in order to facilitate the start of the Enable Youth-Côte d'Ivoire project, ensure its good preparation and quality at the entrance. The Youth Employment Project in Agri-business - Enable Youth Côte d'Ivoire aims to build the capacity of young Ivorian graduates who are motivated and have the idea of starting businesses in the agricultural sector. Approved in 2016, this project is part of the Bank's Enable Youth program, which is a response to the high youth unemployment rate through agri-business in all African countries. The aim is to train and empower these young so-called ""agripreneurs"" (and thus lead to the creation of new agricultural enterprises, 50% of which will be owned by women). Its implementation will create economic opportunities and decent jobs for young women and men along priority agricultural value chains.",,1000000,Côte d'Ivoire,42558,Completion,African Development Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-GA-AAD-005,P-GA-AAD-005,Gabon - Technical Support Project for the “Green Gabon” Initiative for Transformation of the ForestTimber Sector in Gabon – Programme Preparation and Related Studies,"This project is a technical support for the implementation of preparatory studies of the reform and investment programme for the operationalisation of the Green Gabon pillar of the PSGE 2025. This assistance will particularly allow: i) to strengthen the prospects for inclusive and green development and improve the employability of unemployed youth; ii) to develop the knowledge and capacities of operators to implement the strategic orientations for the development of the forestry-wood sector; iii) to promote institutional synergies at various levels and to accompany the dynamics of reforms and institutional improvements; and iv) to regulate the wood market. The study project will last 15 months and is divided into two main phases. The first phase will last a total of five and a half (5.5) months and will allow for an in-depth sector review and identification of constraints and opportunities. The second phase will last nine and a half months (9.5) and will consist of assessing the technical, financial and socio-economic feasibility of the Support Programme to the ""Green Gabon"" Initiative for the Transformation of the Forest and Wood Sector in Gabon (PAGTFOB), the establishment of a wood exchange and an industrial green energy production unit.",https://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/GABON_-_Approved_Technical_Support_for_the_Green_Gabon_MIC.pdf,1199000,Gabon,42551,Completion,Middle Income Countries Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-SZ-A00-003,P-SZ-A00-003,Swaziland - Emergency Humanitarian Relief Assistance to drought affected populations,"Emergency Humanitarian Relief Assistance to drought affected populations has been initiated in response to the increased and severe food insecurity facing the Kingdom of Eswatini. For the relief assistance, the Government of Eswatini through World Food Programme (WFP) proposes to purchase the following food-basket commodities: maize, pulses and oil. Due to urgency of the need, most cost effective procurement options with minimized lead times should be taken into consideration, prioitizing regional purchase. The African Development Bank (ADB)'s Grant should cover the purchase of 1, 062 mt of Maize, 265 mt of pulses and 96 mt of Oil. The total cost of the Bank’s emergency assistance is estimated at US$ 1,000,000. This Emergency assistance has three (03) components: i) procurement of food commodities; ii) Associated costs ( transport, handling, storage and distribution); and 3) WFP administrative fees.",https://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/Swaziland_-_Proposal_for_a_grant_of_us__1_million_for_emergency_humanitarian_relief_assistance_for_drought_affected_populations_APRV.pdf,743864.97,Eswatini,42548,Completion,Special Relief Funds,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-SN-AAG-001,P-SN-AAG-001,Senegal - Integrated Agro-industrial Rice Project - “Compagnie Agricole de Saint-Louis du Senegal”,"The Rice Project of the Compagnie Agricole de Saint-Louis (CASL) in Senegal has been initiated to contribute to food self-sufficiency in Senegal. Its implementation will increase rice production and reduce food imports, which will have a positive impact on the balance of payments and job creation. The project should enable local farmers to have access to water through an irrigation network and receive technical support for developments. The project is divided into four operational components, namely: (i) development of 4,000 net hectares of irrigated rice in the Senegal River Delta to produce 56,000 tons per year of paddy rice; (ii) contracts with farmers for the production of a minimum of 9,000 tons per year of paddy rice; (iii) storage capacity of 30,000 tons of paddy rice; and (iv) production and marketing of 45,000 tons of white rice per year on the local market. In terms of infrastructure, within the context of this project, two separate sites will be developed in the Municipality of Diama comprising community amenities with total control of water including a channel network calibrated for 3,500 ha, a collector-drainage network and an electric pumping station for drainage water covering a basin of 4,250 ha, power lines and tracks; an irrigated area of 2,024.5 ha for rice farming operated under local authorities control comprising plots, a network of irrigation canals and field drainage, and farm buildings; an agro-industrial site including a dryer, paddy rice storage silos and 2 milling lines with a capacity of 8t / h.",,11118713.65,Senegal,42543,Implementation,African Development Bank,Agriculture and Rural Development,Non Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-ZM-AAC-007,P-ZM-AAC-007,Zambia - Feasibility study for  upscaling smallholder irrigation systems for climate change adaptation,"The Feasibility studies are an integral part of the Up-scaling Smallholder Irrigation project. This project (Up-scaling Smallholder Irrigation project) is designed to prepare an irrigation investment project that would upscale the successful interventions introduced under the Small-Scale Irrigation Project. It will be implemented through three (3) components, including: (i) Component 1: Prefeasibility, Feasibility Studies and Detailed Designs; (ii) Component 2: Integrated Safeguard System Studies; and (iii) Component 3: Project Management. The component 1, which comprises the feasibility studies, will be implemented through three sub-components, and in three subsequent phases. These studies will be base on a pre-feasibility study findings. A feasibility report is expected in this study and would provide (1) a summary document, detailing all findings of the feasibility assessments; and (2) include more detailed assessments, including sub-project. The duration of the project would be 24 months from the time of project effectiveness. Its total cost is estimated at € 1,600,000, out of which the African Water Facility would finance € 1,400,000 (87.5%) (net of taxes and duties), while the Government of the Republic of Zambia would contribute € 200,000 (12.5%; in-kind and incash).",https://www.africanwaterfacility.org/sites/default/files/2016_AWF_PAR_EN_Zambia_Smallscale_Irrigation.pdf,1129132.42,Zambia,42541,Completion,AfricaWater Facility Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-MZ-AA0-032,P-MZ-AA0-032,Mozambique - Humanitarian Relief Assistance related to the 2016 Drought Disaster,"The African Development Bank's emergency assistance to the Mozambican government follows the drought situation that affected Mozambique from October 2015 to March 2016. This situation has significantly reduced the hydrometric levels of the main river basins in the south (Limpopo , Incomati, Inhanombe and Save) and from the center (Zambezi, Pungoe and Buzi). The disaster led to the loss of livestock, i.e. 4 500 cows and 68 goats, 550 116 ha of crops affecting 320 498 farms (representing 11% of the total cultivated area in Mozambique). The purpose of this assistance is to contribute to the ongoing efforts of the Government and other humanitarian partners to mobilize resources for early recovery interventions to address the urgent and immediate needs of drought affected households. In practical terms, this emergency humanitarian aid should cover the cost of buying 753.8 tonnes of maize and white beans. It will also enable ground transportation, storage and handling (LTSH) and auditing. White maize and beans will be distributed to 75,000 people in Gilé, Ile and Mocuba in Zambezia Funharoulo, Govuro, Mabote and Panda provinces in Inhambane province and Massingir districts in Gaza province for two months.",https://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/MOZAMBIQUE_-_APPROVED_-__Emergency_Humanitarian_Relief_Assistance_related_to_the_2016_Drought_Disaster.pdf,716429.89,Mozambique,42538,Completion,Special Relief Funds,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-SN-AA0-011,P-SN-AA0-011,PPF_DEVELOPPEMENT ENTREPRENARIAT JEUNES AGRI&AGROALIMENTAIRE,"The Project for the Development of Youth Entrepreneurship in Agriculture and Agri-Food in Senegal (PEJAS), which was the subject of a request for preparatory funds from the African Development Bank, aims to give a majority of young women and men living in rural or urban areas opportunities to access viable employment, increase their income and improve their food security through profitable enterprises, integrated into the promising agricultural sectors. The project comprises the following three components: (i) Development of youth entrepreneurship in the agricultural and agri-food value chains; (ii) Facilitation of access to finance for young project leaders; (iii) Project coordination and management. The objective of this preparation is to carry out preliminary studies in order to improve the quality at the entrance of the agricultural and agri-food entrepreneurship development project. Its implementation should make available the available baseline studies as well as some of the operational tools needed to start the project.",,814000,Senegal,42522,Completion,African Development Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-BF-A00-007,P-BF-A00-007,"PPF_INSERTION JEUNES ET FEMMES DANS SECTEURS AGRO-SYLVO-PASTORAUX, HALIEUTIQUES&FAUNIQUES",,,600000,Burkina Faso,42515,Completion,African Development Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-NG-AA0-037,P-NG-AA0-037,Nigeria - MIC Grant: Strenghtening of Federal Ministry of Agriculture and Rural Development,,,507246,Nigeria,42508,Completion,Middle Income Countries Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-NG-A00-011,P-NG-A00-011,Nigeria - Capacity building and institutional strengthening of Bank Of Agriculture (BOA),"The project is a MIC-TAF grant not exceeding UA 715,328 awarded to Bank of Agriculture of Nigeria (BOA) to help in its restructuring phase and make it regionally competitive. BOA is Nigeria’s premier agricultural and rural Development Finance Institution 100% wholly own by the Federal Government of Nigeria (40% by the Central Bank of Nigeria (CBN) and 60% by the Federal Ministry of Finance). It has over the years been bedeviled with challenges that hamper the full realization the objectives for which it was established. Thus, a complete restructuring is required in its core operation of lending to the sector, human resource and risk management. Some of the challenges includes: (i) weak and deteriorating financial performance indicators; (ii) weak systems and institutional capacity; (iii) weak operating model. The proposed grant will be used to elaborate a sound strategy for BOA’s restructuring rather than the restructuring process itself. The grant will support BOA in the following areas: (i) Diagnostic of BOA’s operations and market analysis; (ii) Review of BOA’s operations; (iii) Review of institutional set up; (iv) Institutional Capacity Building in selected aspects to kick start or fast-track reform based on outcome of analysis. BOA’s transformation into a stronger institution will yield better provision of financial services to farmers, contributing to achieving the twin goals of ending extreme poverty and boosting shared prosperity. Implementation is estimated to be completed within 24 months.","https://www.afdb.org/sites/all/libraries/pdf.js/web/viewer.html?file=https://www.afdb.org/sites/default/files/documents/projects-and-operations/nigeria_-_capacity_building_institutional_stregthening_of_bank_of_agriculture_boa_-_project_apraisal_report.pdf#page=1&zoom=auto,-14,848",715328,Nigeria,42495,Completion,Middle Income Countries Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-SZ-AAC-005,P-SZ-AAC-005,Swaziland - Lower Usuthu Smallholders Irrigation Project II,"The second phase of the Swaziland Lower Usuthu Basin Irrigation Scheme (LUSIP II) follows LUSIP I, which was approved on November 27, 2003 (and completed in 2010), following recognition. by the Government of the excellent opportunity offered by the natural resource potential of the lower Usuthu river basin. The entire LUSIP is aimed at diverting part of the Usuthu River's peak flow to a storage tank with a capacity of 155 million cubic meters out of the riverbed. The stored water would be used to irrigate 11,500 ha of downstream (two-phase) land for sugar cane production. For LUSIP II, it is an autonomous investment project that aims to increase agricultural production and household incomes in the Lower Usuthu Basin. The total cost of the project, net of taxes and duties, but including the vagaries of performance and the provision for price increase, is estimated at ZAR 2.01 billion (UA 104.15 million). It has four main components, namely: (i) Development of the main distribution network; (ii) Construction of the secondary irrigation network supplying the various irrigation blocks, each of which covers 100-700 ha; (iii) Agricultural Infrastructure Development; and iv) Project Coordination and Management.",https://www.afdb.org/fileadmin/uploads/afdb/Documents/Procurement/Project-related-Procurement/Swaziland_-_Lower_Usuthu_Irrigation_Project_II_%E2%80%93__LUSIP_II__-_ESMP_Summary.pdf,35551060.96,Eswatini,42494,Implementation,African Development Bank,Agriculture and Rural Development,Sovereign
